"action","boro","building","camis","critical_flag","cuisine_description","dba","inspection_date","inspection_type","phone","record_date","score","street","violation_code","violation_description","zipcode","grade","grade_date"
"Violations were cited in the following area(s).","MANHATTAN","408",41201205,"Critical","Pizza","FAMOUS AMADEUS PIZZA",2015-09-04,"Cycle Inspection / Initial Inspection","2129041112",2017-10-19 06:00:49,11,"8 AVENUE","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","253",50011222,"Critical","Asian","ABACKY POTLUCK",2016-02-02,"Cycle Inspection / Re-inspection","2129293809",2017-10-19 06:00:49,10,"W 26TH ST","06F","Wiping cloths soiled or not stored in sanitizing solution.",10001,"A",2016-02-02
"Violations were cited in the following area(s).","MANHATTAN","348",41193772,"Not Critical","Japanese","DAKE SUSHI",2014-09-10,"Cycle Inspection / Initial Inspection","2122449100",2017-10-19 06:00:49,11,"7 AVENUE","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",2014-09-10
"Violations were cited in the following area(s).","MANHATTAN","165",41387224,"Not Critical","African","B AND B RESTAURANT",2017-02-13,"Cycle Inspection / Initial Inspection","6464298174",2017-10-19 06:00:49,30,"WEST   26 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","367",50002933,"Critical","Sandwiches","SUBWAY",2015-03-20,"Cycle Inspection / Initial Inspection","2125649191",2017-10-19 06:00:49,19,"W 34TH ST","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","6",41384019,"Not Critical","American","LEGENDS NYC",2015-10-06,"Cycle Inspection / Initial Inspection","2129677792",2017-10-19 06:00:49,11,"WEST   33 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2015-10-06
"Violations were cited in the following area(s).","MANHATTAN","9",50037784,"Not Critical","Korean","5 SENSES",2016-05-24,"Cycle Inspection / Initial Inspection","6468526003",2017-10-19 06:00:49,41,"W 32ND ST","09B","Thawing procedures improper.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","0",40364149,"Not Critical","Bagels/Pretzels","AUNTIE ANNE'S PRETZELS",2016-05-06,"Cycle Inspection / Initial Inspection","2122396882",2017-10-19 06:00:49,33,"34 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","138",41087782,"Critical","American","AROME CAFE 32",2016-07-22,"Cycle Inspection / Re-inspection","2122957870",2017-10-19 06:00:49,19,"WEST   32 STREET","02B","Hot food item not held at or above 140Âº F.",10001,"B",2016-07-22
"Violations were cited in the following area(s).","MANHATTAN","1260",41135793,"Critical","American","MARTINIQUE CAFE",2015-04-07,"Cycle Inspection / Initial Inspection","2122446523",2017-10-19 06:00:49,19,"BROADWAY","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","0",41060816,"Critical","Sandwiches/Salads/Mixed Buffet","PRIMO CAPPUCCINO II",2015-01-05,"Cycle Inspection / Initial Inspection","2125631077",2017-10-19 06:00:49,17,"PENN STATION","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","22",50017605,"Critical","American","ZONI CAFE",2016-05-27,"Cycle Inspection / Initial Inspection","2127369000",2017-10-19 06:00:49,13,"W 34TH ST","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"A",2016-05-27
"Violations were cited in the following area(s).","MANHATTAN","229",50012006,"Critical","Chinese","GRAND SICHUAN",2017-01-03,"Cycle Inspection / Re-inspection","2126205200",2017-10-19 06:00:49,29,"9TH AVE","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,"C",2017-01-03
"Violations were cited in the following area(s).","MANHATTAN","334",50053457,"Critical","Pizza/Italian","CLAUDIO'S",2017-08-22,"Cycle Inspection / Initial Inspection","2122560212",2017-10-19 06:00:49,64,"8TH AVE","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","348",50009555,"Not Critical","Vegetarian","VLIFE",2017-08-22,"Cycle Inspection / Initial Inspection","2127601900",2017-10-19 06:00:49,47,"7TH AVE","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","11",50000138,"Critical","Korean","FOOD GALLERY 32",2017-03-16,"Cycle Inspection / Initial Inspection","2129671678",2017-10-19 06:00:49,27,"W 32ND ST","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","287",41575038,"Critical","American","BRGR",2017-01-03,"Cycle Inspection / Re-inspection","2124887500",2017-10-19 06:00:49,9,"7 AVENUE","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",10001,"A",2017-01-03
"Violations were cited in the following area(s).","MANHATTAN","364",41387458,"Critical","American","THE FLYING PUCK",2016-11-22,"Cycle Inspection / Initial Inspection","2127365353",2017-10-19 06:00:49,12,"7 AVENUE","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,"A",2016-11-22
"Violations were cited in the following area(s).","MANHATTAN","0",41659984,"Not Critical","American","AUNTIE ANNE'S PRETZELS",2014-07-09,"Cycle Inspection / Initial Inspection","2122396882",2017-10-19 06:00:49,12,"PENN STATION","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","632",41311425,"Critical","American","DEAN & DELUCA NEW YORK",2017-04-04,"Cycle Inspection / Initial Inspection","2124308312",2017-10-19 06:00:49,20,"WEST   28 STREET","02B","Hot food item not held at or above 140Âº F.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","15",41076270,"Not Critical","CafÃ©/Coffee/Tea","CITY PERK",2015-01-02,"Cycle Inspection / Initial Inspection","6464572354",2017-10-19 06:00:49,16,"PENN PLAZA","10H","Proper sanitization not provided for utensil ware washing operation.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","36",50004269,"Critical","Mediterranean","PERGOLA 36",2014-11-12,"Cycle Inspection / Initial Inspection","2126794842",2017-10-19 06:00:49,15,"W 28TH ST","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","286",41298537,"Not Critical","Bagels/Pretzels","BROOKLYN BAGEL & COFFEE COMPANY",2017-03-01,"Cycle Inspection / Initial Inspection","2129242824",2017-10-19 06:00:49,11,"8 AVENUE","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.",10001,"A",2017-03-01
"Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","MANHATTAN","37",41200526,"Critical","Korean","SHILLA KOREAN BARBECUE HOUSE",2014-10-20,"Cycle Inspection / Initial Inspection","2129671880",2017-10-19 06:00:49,64,"WEST   32 STREET","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","387",50042048,"Not Critical","Juice, Smoothies, Fruit Salads","JUICOLOGY",2016-11-04,"Cycle Inspection / Initial Inspection","3472611593",2017-10-19 06:00:49,28,"8TH AVE","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","133",41098073,"Critical","American","STOUT",2017-07-17,"Cycle Inspection / Initial Inspection","2126296191",2017-10-19 06:00:49,10,"WEST   33 STREET","04M","Live roaches present in facility's food and/or non-food areas.",10001,"A",2017-07-17
"Violations were cited in the following area(s).","MANHATTAN","152",41222453,"Critical","Donuts","DUNKIN' DONUTS",2015-05-20,"Cycle Inspection / Initial Inspection","2125941656",2017-10-19 06:00:49,9,"WEST   31 STREET","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,"A",2015-05-20
"Violations were cited in the following area(s).","MANHATTAN","488",41566307,"Critical","Pizza","FAMOUS FAMIGLIA PIZZERIA",2017-10-16,"Cycle Inspection / Re-inspection","2125644144",2017-10-19 06:00:49,18,"8 AVENUE","02I","Food prepared from ingredients at ambient temperature not cooled to 41Âº F or below within 4 hours.",10001,"Z",2017-10-16
"Violations were cited in the following area(s).","MANHATTAN","8",50063170,"Not Critical","American","MADE NICE",2017-09-14,"Pre-permit (Operational) / Initial Inspection","2128811677",2017-10-19 06:00:49,49,"W 28TH ST","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"Not Yet Graded",NA
"Violations were cited in the following area(s).","MANHATTAN","9",50040296,"Critical","Korean","GAMMEEOK",2015-09-04,"Pre-permit (Operational) / Initial Inspection","2128681180",2017-10-19 06:00:49,36,"W 32ND ST","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","460",41688540,"Not Critical","American","FOOD DEPOT",2017-03-06,"Cycle Inspection / Initial Inspection","2129470767",2017-10-19 06:00:49,9,"WEST   34 STREET","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",2017-03-06
"Violations were cited in the following area(s).","MANHATTAN","159",50033014,"Not Critical","American","CROMPTON ALE HOUSE",2016-07-06,"Cycle Inspection / Initial Inspection","9143741355",2017-10-19 06:00:49,4,"W 26TH ST","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2016-07-06
"Violations were cited in the following area(s).","MANHATTAN","11",41667050,"Critical","Korean","MARU",2014-12-11,"Cycle Inspection / Initial Inspection","2122733413",2017-10-19 06:00:49,30,"W 32ND ST","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","835",50035940,"Critical","Portuguese","LUPULO",2016-07-26,"Cycle Inspection / Re-inspection","2122907600",2017-10-19 06:00:49,9,"6TH AVE","02B","Hot food item not held at or above 140Âº F.",10001,"A",2016-07-26
